Nama Broker,Kode Broker,Nama Emiten,Nama Perusahaan,Tanggal,Buy Value,Buy Lot,Buy Avg,Sell Value,Sell Lot,Sell Avg,Open Price,First Trade,Tertinggi,Terendah,Penutupan,Selisih,Persentase Selisih
BNI Sekuritas,NI,MERI,Merry Riana Edukasi Tbk.,1/30/2026,5.5M,394,140,40M,2.793,143,138.0,138.0,146.0,135.0,146.0,4.0,2.74%
BRI Danareksa Sekuritas,OD,MERI,Merry Riana Edukasi Tbk.,1/30/2026,3.2M,228,140,1.3M,94,143,138.0,138.0,146.0,135.0,146.0,4.0,2.74%
MANDIRI SEKURITAS,CC,MERI,Merry Riana Edukasi Tbk.,2/2/2026,36.2M,2.766,131,148.1M,11.115,133,146.0,146.0,147.0,125.0,129.0,-17.0,-13.18%
BNI Sekuritas,NI,MERI,Merry Riana Edukasi Tbk.,2/2/2026,24.7M,1.92,128,5M,379,131,146.0,146.0,147.0,125.0,129.0,-17.0,-13.18%
MANDIRI SEKURITAS,CC,MERI,,2/3/2026,27.7M,2.121,131,32.3M,2.448,132,,,,,,,
BNI Sekuritas,NI,MERI,,2/3/2026,13.4M,1.077,124,14M,1.07,130,,,,,,,
BRI Danareksa Sekuritas,OD,MERI,,2/3/2026,17.3M,1.384,125,16.6M,1.27,131,,,,,,,
MANDIRI SEKURITAS,CC,MERI,,2/4/2026,27.7M,2.121,131,32.3M,2.448,132,,,,,,,
BNI Sekuritas,NI,MERI,,2/4/2026,13.4M,1.077,124,14M,1.07,130,,,,,,,
BRI Danareksa Sekuritas,OD,MERI,,2/4/2026,17.3M,1.384,125,16.6M,1.27,131,,,,,,,
MANDIRI SEKURITAS,CC,MINA,Sanurhasta Mitra Tbk.,1/28/2026,19.8B,494.886,401,13.6B,332.749,409,394.0,394.0,436.0,394.0,394.0,-68.0,-17.26%
BNI Sekuritas,NI,MINA,Sanurhasta Mitra Tbk.,1/28/2026,2.9B,71.028,402,,,,394.0,394.0,436.0,394.0,394.0,-68.0,-17.26%
BRI Danareksa Sekuritas,OD,MINA,Sanurhasta Mitra Tbk.,1/28/2026,17.9B,450.678,396,,,,394.0,394.0,436.0,394.0,394.0,-68.0,-17.26%
MANDIRI SEKURITAS,CC,MINA,Sanurhasta Mitra Tbk.,1/29/2026,25.1B,717.288,351,22.8B,620.574,367,340.0,344.0,394.0,336.0,374.0,-20.0,-5.35%
BNI Sekuritas,NI,MINA,Sanurhasta Mitra Tbk.,1/29/2026,3.8B,109.308,346,4.6B,131.175,350,340.0,344.0,394.0,336.0,374.0,-20.0,-5.35%
BRI Danareksa Sekuritas,OD,MINA,Sanurhasta Mitra Tbk.,1/29/2026,4.7B,139.278,340,,,,340.0,344.0,394.0,336.0,374.0,-20.0,-5.35%
MANDIRI SEKURITAS,CC,MINA,Sanurhasta Mitra Tbk.,1/30/2026,14.6B,370.86,395,18.1B,456.691,395,390.0,390.0,416.0,368.0,378.0,4.0,1.06%
BNI Sekuritas,NI,MINA,Sanurhasta Mitra Tbk.,1/30/2026,2.4B,61.338,394,3.2B,83.062,385,390.0,390.0,416.0,368.0,378.0,4.0,1.06%
MANDIRI SEKURITAS,CC,MINA,Sanurhasta Mitra Tbk.,2/2/2026,7.6B,226.923,335,9B,277.042,326,376.0,374.0,376.0,322.0,322.0,-56.0,-17.39%
BNI Sekuritas,NI,MINA,Sanurhasta Mitra Tbk.,2/2/2026,2.7B,84.335,324,,,,376.0,374.0,376.0,322.0,322.0,-56.0,-17.39%
BRI Danareksa Sekuritas,OD,MINA,Sanurhasta Mitra Tbk.,2/2/2026,3B,91.664,323,1.6B,49.332,324,376.0,374.0,376.0,322.0,322.0,-56.0,-17.39%
MANDIRI SEKURITAS,CC,MITI,Mitra Investindo Tbk.,1/28/2026,1.2B,34.46,350,653.2M,18.601,351,360.0,362.0,370.0,328.0,360.0,-24.0,-6.67%
BNI Sekuritas,NI,MITI,Mitra Investindo Tbk.,1/28/2026,49.2M,1.444,341,66.2M,1.907,347,360.0,362.0,370.0,328.0,360.0,-24.0,-6.67%
MANDIRI SEKURITAS,CC,MITI,Mitra Investindo Tbk.,1/29/2026,474.3M,14.579,325,286M,8.539,335,330.0,330.0,352.0,306.0,348.0,-12.0,-3.45%
BNI Sekuritas,NI,MITI,Mitra Investindo Tbk.,1/29/2026,68.2M,2.065,330,,,,330.0,330.0,352.0,306.0,348.0,-12.0,-3.45%
BRI Danareksa Sekuritas,OD,MITI,Mitra Investindo Tbk.,1/29/2026,,,,252.8M,8.1,312,330.0,330.0,352.0,306.0,348.0,-12.0,-3.45%
MANDIRI SEKURITAS,CC,MITI,Mitra Investindo Tbk.,1/30/2026,332.7M,9.384,355,281.1M,8.136,345,348.0,348.0,366.0,336.0,338.0,-10.0,-2.96%
BNI Sekuritas,NI,MITI,Mitra Investindo Tbk.,1/30/2026,11.8M,338,348,,,,348.0,348.0,366.0,336.0,338.0,-10.0,-2.96%
BRI Danareksa Sekuritas,OD,MITI,Mitra Investindo Tbk.,1/30/2026,,,,8.4M,233,362,348.0,348.0,366.0,336.0,338.0,-10.0,-2.96%
MANDIRI SEKURITAS,CC,MITI,Mitra Investindo Tbk.,2/2/2026,475.3M,15.326,310,263.8M,8.917,296,340.0,340.0,360.0,288.0,288.0,-50.0,-17.36%
BNI Sekuritas,NI,MITI,Mitra Investindo Tbk.,2/2/2026,34M,1.175,290,,,,340.0,340.0,360.0,288.0,288.0,-50.0,-17.36%
MANDIRI SEKURITAS,CC,MLPL,Multipolar Tbk.,1/28/2026,7.5B,556.441,135,4.3B,317.226,137,146.0,146.0,146.0,131.0,131.0,-22.0,-16.79%
BNI Sekuritas,NI,MLPL,Multipolar Tbk.,1/28/2026,1.6B,122.667,134,1.4B,105.44,132,146.0,146.0,146.0,131.0,131.0,-22.0,-16.79%
BRI Danareksa Sekuritas,OD,MLPL,Multipolar Tbk.,1/28/2026,1.6B,119.131,133,1.1B,79.567,135,146.0,146.0,146.0,131.0,131.0,-22.0,-16.79%
MANDIRI SEKURITAS,CC,MLPL,Multipolar Tbk.,1/29/2026,3.6B,306.048,117,4.2B,350.786,120,131.0,132.0,132.0,112.0,124.0,-7.0,-5.65%
BNI Sekuritas,NI,MLPL,Multipolar Tbk.,1/29/2026,863.6M,73.701,117,,,,131.0,132.0,132.0,112.0,124.0,-7.0,-5.65%
BRI Danareksa Sekuritas,OD,MLPL,Multipolar Tbk.,1/29/2026,638.9M,55.393,115,572.3M,48.407,118,131.0,132.0,132.0,112.0,124.0,-7.0,-5.65%
MANDIRI SEKURITAS,CC,MLPL,Multipolar Tbk.,1/30/2026,2.2B,177.34,123,8.3B,675.377,123,126.0,126.0,132.0,119.0,120.0,-4.0,-3.33%
BNI Sekuritas,NI,MLPL,Multipolar Tbk.,1/30/2026,718.7M,57.076,126,395.1M,32.791,121,126.0,126.0,132.0,119.0,120.0,-4.0,-3.33%
MANDIRI SEKURITAS,CC,MLPL,Multipolar Tbk.,2/2/2026,5.5B,513.369,106,6.3B,602.323,105,123.0,122.0,123.0,102.0,107.0,-13.0,-12.15%
BNI Sekuritas,NI,MLPL,Multipolar Tbk.,2/2/2026,738.6M,67.786,109,462.4M,43.201,107,123.0,122.0,123.0,102.0,107.0,-13.0,-12.15%
MANDIRI SEKURITAS,CC,MLPT,Multipolar Technology Tbk.,1/28/2026,74.7M,13,57.45,87M,15,57.987,0.0,0.0,60600.0,56000.0,56000.0,-4600.0,-8.21%
BNI Sekuritas,NI,MLPT,Multipolar Technology Tbk.,1/28/2026,6.1M,1,60.6,,,,0.0,0.0,60600.0,56000.0,56000.0,-4600.0,-8.21%
BRI Danareksa Sekuritas,OD,MLPT,Multipolar Technology Tbk.,1/28/2026,,,,5.8M,1,58,0.0,0.0,60600.0,56000.0,56000.0,-4600.0,-8.21%
MANDIRI SEKURITAS,CC,MLPT,Multipolar Technology Tbk.,1/29/2026,67.6M,13,52.01,114M,23,49.565,0.0,0.0,56000.0,48675.0,48700.0,-7300.0,-14.99%
MANDIRI SEKURITAS,CC,MLPT,Multipolar Technology Tbk.,1/30/2026,131.4M,28,46.922,214.7M,46,46.668,47500.0,47600.0,48225.0,45325.0,45450.0,-3250.0,-7.15%
BNI Sekuritas,NI,MLPT,Multipolar Technology Tbk.,1/30/2026,18.8M,4,46.95,,,,47500.0,47600.0,48225.0,45325.0,45450.0,-3250.0,-7.15%
BRI Danareksa Sekuritas,OD,MLPT,Multipolar Technology Tbk.,1/30/2026,9.5M,2,47.35,,,,47500.0,47600.0,48225.0,45325.0,45450.0,-3250.0,-7.15%
MANDIRI SEKURITAS,CC,MLPT,Multipolar Technology Tbk.,2/2/2026,126.7M,32,39.589,125.3M,30,41.771,45450.0,45450.0,45475.0,38650.0,38650.0,-6800.0,-17.59%
BNI Sekuritas,NI,MLPT,Multipolar Technology Tbk.,2/2/2026,4.4M,1,44,27.6M,7,39.446,45450.0,45450.0,45475.0,38650.0,38650.0,-6800.0,-17.59%
BRI Danareksa Sekuritas,OD,MLPT,Multipolar Technology Tbk.,2/2/2026,77.4M,18,43.018,,,,45450.0,45450.0,45475.0,38650.0,38650.0,-6800.0,-17.59%
MANDIRI SEKURITAS,CC,MORA,Mora Telematika Indonesia Tbk.,1/28/2026,4.7B,3.494,13.534,2.5B,1.823,13.866,13425.0,13425.0,14500.0,13425.0,13425.0,-2350.0,-17.50%
BNI Sekuritas,NI,MORA,Mora Telematika Indonesia Tbk.,1/28/2026,,,,2.9B,2.135,13.454,13425.0,13425.0,14500.0,13425.0,13425.0,-2350.0,-17.50%
MANDIRI SEKURITAS,CC,MORA,Mora Telematika Indonesia Tbk.,1/29/2026,4.1B,3.477,11.7,2.8B,2.137,13.16,11425.0,11425.0,13600.0,11425.0,13150.0,-275.0,-2.09%
MANDIRI SEKURITAS,CC,MORA,Mora Telematika Indonesia Tbk.,1/30/2026,2.1B,1.716,12.321,6.2B,4.815,12.852,13500.0,13575.0,13950.0,11425.0,11675.0,-1475.0,-12.63%
BRI Danareksa Sekuritas,OD,MORA,Mora Telematika Indonesia Tbk.,1/30/2026,,,,530.9M,402,13.207,13500.0,13575.0,13950.0,11425.0,11675.0,-1475.0,-12.63%
MANDIRI SEKURITAS,CC,MORA,Mora Telematika Indonesia Tbk.,2/2/2026,709.6M,699,10.151,,,,11200.0,11100.0,11200.0,9925.0,9925.0,-1750.0,-17.63%
BRI Danareksa Sekuritas,OD,MORA,Mora Telematika Indonesia Tbk.,2/2/2026,,,,450.7M,449,10.039,11200.0,11100.0,11200.0,9925.0,9925.0,-1750.0,-17.63%
MANDIRI SEKURITAS,CC,MPXL,MPX Logistics International Tbk.,1/28/2026,1.1B,65.221,166,577.8M,35.152,164,184.0,184.0,184.0,160.0,165.0,-22.0,-13.33%
BNI Sekuritas,NI,MPXL,MPX Logistics International Tbk.,1/28/2026,37.3M,2.2,169,26.5M,1.576,168,184.0,184.0,184.0,160.0,165.0,-22.0,-13.33%
BRI Danareksa Sekuritas,OD,MPXL,MPX Logistics International Tbk.,1/28/2026,,,,40.1M,2.405,167,184.0,184.0,184.0,160.0,165.0,-22.0,-13.33%
MANDIRI SEKURITAS,CC,MPXL,MPX Logistics International Tbk.,1/29/2026,239.7M,16.742,143,39.8M,2.758,144,163.0,161.0,163.0,141.0,146.0,-19.0,-13.01%
BNI Sekuritas,NI,MPXL,MPX Logistics International Tbk.,1/29/2026,22.4M,1.525,147,37.2M,2.585,144,163.0,161.0,163.0,141.0,146.0,-19.0,-13.01%
BRI Danareksa Sekuritas,OD,MPXL,MPX Logistics International Tbk.,1/29/2026,46.9M,3.3,142,112.4M,7.757,145,163.0,161.0,163.0,141.0,146.0,-19.0,-13.01%
MANDIRI SEKURITAS,CC,MPXL,MPX Logistics International Tbk.,1/30/2026,117.3M,7.787,151,46.1M,3.083,150,145.0,145.0,156.0,142.0,150.0,4.0,2.67%
BNI Sekuritas,NI,MPXL,MPX Logistics International Tbk.,1/30/2026,15.4M,1.032,149,26.7M,1.759,152,145.0,145.0,156.0,142.0,150.0,4.0,2.67%
BRI Danareksa Sekuritas,OD,MPXL,MPX Logistics International Tbk.,1/30/2026,5.6M,379,148,25.2M,1.705,148,145.0,145.0,156.0,142.0,150.0,4.0,2.67%
MANDIRI SEKURITAS,CC,MPXL,MPX Logistics International Tbk.,2/2/2026,234.4M,17.676,133,154.2M,11.254,137,151.0,151.0,152.0,128.0,129.0,-21.0,-16.28%
BNI Sekuritas,NI,MPXL,MPX Logistics International Tbk.,2/2/2026,19.1M,1.452,131,50.9M,3.89,131,151.0,151.0,152.0,128.0,129.0,-21.0,-16.28%
BRI Danareksa Sekuritas,OD,MPXL,MPX Logistics International Tbk.,2/2/2026,53.4M,3.948,135,15.1M,1.136,133,151.0,151.0,152.0,128.0,129.0,-21.0,-16.28%
MANDIRI SEKURITAS,CC,MSKY,MNC Sky Vision Tbk.,1/28/2026,206.9M,"24,181",86,112.9M,"12,591",90,93.0,93.0,93.0,85.0,85.0,-14.0,-16.47%
BNI Sekuritas,NI,MSKY,MNC Sky Vision Tbk.,1/28/2026,189.5M,"21,957",86,124.4M,"14,631",85,93.0,93.0,93.0,85.0,85.0,-14.0,-16.47%
BRI Danareksa Sekuritas,OD,MSKY,MNC Sky Vision Tbk.,1/28/2026,44.3M,"5,156",86,,,,93.0,93.0,93.0,85.0,85.0,-14.0,-16.47%
MANDIRI SEKURITAS,CC,MSKY,MNC Sky Vision Tbk.,1/29/2026,223.5M,"29,053",77,207.3M,"27,189",76,76.0,76.0,82.0,73.0,81.0,-4.0,-4.94%
BNI Sekuritas,NI,MSKY,MNC Sky Vision Tbk.,1/29/2026,213M,"27,467",78,48.7M,"6,437",76,76.0,76.0,82.0,73.0,81.0,-4.0,-4.94%
BRI Danareksa Sekuritas,OD,MSKY,MNC Sky Vision Tbk.,1/29/2026,,,,44.5M,"5,960",75,76.0,76.0,82.0,73.0,81.0,-4.0,-4.94%
MANDIRI SEKURITAS,CC,MSKY,MNC Sky Vision Tbk.,1/30/2026,51.7M,"6,334",82,102.1M,"12,478",82,82.0,82.0,86.0,77.0,84.0,3.0,3.57%
BNI Sekuritas,NI,MSKY,MNC Sky Vision Tbk.,1/30/2026,24.2M,"2,946",82,102.9M,"12,785",80,82.0,82.0,86.0,77.0,84.0,3.0,3.57%
MANDIRI SEKURITAS,CC,MSKY,MNC Sky Vision Tbk.,2/2/2026,120.3M,"15,645",77,166.1M,"21,067",79,84.0,85.0,85.0,73.0,73.0,-11.0,-15.07%
BNI Sekuritas,NI,MSKY,MNC Sky Vision Tbk.,2/2/2026,36.5M,"4,776",76,49.4M,"6,176",80,84.0,85.0,85.0,73.0,73.0,-11.0,-15.07%
MANDIRI SEKURITAS,CC,NETV,MDTV Media Technologies Tbk.,1/28/2026,2.2B,133.281,167,1.7B,100.268,170,183.0,182.0,183.0,156.0,156.0,-27.0,-17.31%
BNI Sekuritas,NI,NETV,MDTV Media Technologies Tbk.,1/28/2026,224M,13.364,168,,,,183.0,182.0,183.0,156.0,156.0,-27.0,-17.31%
MANDIRI SEKURITAS,CC,NETV,MDTV Media Technologies Tbk.,1/29/2026,1.7B,118.985,139,1.7B,122.784,143,141.0,141.0,149.0,133.0,144.0,-12.0,-8.33%
BNI Sekuritas,NI,NETV,MDTV Media Technologies Tbk.,1/29/2026,468.2M,33.995,138,164.3M,11.556,142,141.0,141.0,149.0,133.0,144.0,-12.0,-8.33%
MANDIRI SEKURITAS,CC,NETV,MDTV Media Technologies Tbk.,1/30/2026,922.1M,63.681,145,916.2M,62.414,147,150.0,150.0,158.0,134.0,144.0,0.0,0.00%
BNI Sekuritas,NI,NETV,MDTV Media Technologies Tbk.,1/30/2026,,,,101.1M,7.093,142,150.0,150.0,158.0,134.0,144.0,0.0,0.00%
MANDIRI SEKURITAS,CC,NETV,MDTV Media Technologies Tbk.,2/2/2026,641.7M,50.499,127,219.5M,16.694,131,143.0,142.0,143.0,123.0,123.0,-21.0,-17.07%
BRI Danareksa Sekuritas,OD,NETV,MDTV Media Technologies Tbk.,2/2/2026,,,,76.7M,6.159,125,143.0,142.0,143.0,123.0,123.0,-21.0,-17.07%
MANDIRI SEKURITAS,CC,NICL,PAM Mineral Tbk.,1/28/2026,6B,"47,014","1,269",2.5B,"19,171","1,289",1390.0,1385.0,1390.0,1235.0,1235.0,-215.0,-17.41%
BNI Sekuritas,NI,NICL,PAM Mineral Tbk.,1/28/2026,507.9M,"4,000","1,270",385.8M,"3,086","1,250",1390.0,1385.0,1390.0,1235.0,1235.0,-215.0,-17.41%
MANDIRI SEKURITAS,CC,NICL,PAM Mineral Tbk.,1/29/2026,5B,"44,545","1,124",3.6B,"31,368","1,162",1175.0,1175.0,1255.0,1050.0,1215.0,-20.0,-1.65%
BNI Sekuritas,NI,NICL,PAM Mineral Tbk.,1/29/2026,,,,387.9M,"3,536","1,097",1175.0,1175.0,1255.0,1050.0,1215.0,-20.0,-1.65%
MANDIRI SEKURITAS,CC,NICL,PAM Mineral Tbk.,1/30/2026,1.3B,"10,662","1,199",3.7B,"31,036","1,198",1220.0,1225.0,1255.0,1160.0,1205.0,-10.0,-0.83%
MANDIRI SEKURITAS,CC,NICL,PAM Mineral Tbk.,2/2/2026,2B,"18,919","1,051",1.3B,"12,505","1,064",1180.0,1175.0,1180.0,1025.0,1025.0,-180.0,-17.56%
BNI Sekuritas,NI,NICL,PAM Mineral Tbk.,2/2/2026,207.8M,"2,000","1,039",,,,1180.0,1175.0,1180.0,1025.0,1025.0,-180.0,-17.56%
BRI Danareksa Sekuritas,OD,NICL,PAM Mineral Tbk.,2/2/2026,,,,316M,"3,070","1,029",1180.0,1175.0,1180.0,1025.0,1025.0,-180.0,-17.56%
MANDIRI SEKURITAS,CC,NINE,Techno9 Indonesia Tbk.,1/28/2026,509.7M,"26,420",193,157.9M,"8,197",193,0.0,0.0,212.0,191.0,191.0,-21.0,-10.99%
BNI Sekuritas,NI,NINE,Techno9 Indonesia Tbk.,1/28/2026,268.9M,"13,998",192,119.3M,"6,126",195,0.0,0.0,212.0,191.0,191.0,-21.0,-10.99%
BRI Danareksa Sekuritas,OD,NINE,Techno9 Indonesia Tbk.,1/28/2026,51.2M,"2,648",193,,,,0.0,0.0,212.0,191.0,191.0,-21.0,-10.99%
MANDIRI SEKURITAS,CC,NINE,Techno9 Indonesia Tbk.,1/29/2026,992.6M,"56,802",175,978.8M,"56,277",174,0.0,0.0,193.0,172.0,172.0,-19.0,-11.05%
BNI Sekuritas,NI,NINE,Techno9 Indonesia Tbk.,1/29/2026,505.2M,"28,998",174,58.6M,"3,301",178,0.0,0.0,193.0,172.0,172.0,-19.0,-11.05%
MANDIRI SEKURITAS,CC,NINE,Techno9 Indonesia Tbk.,1/30/2026,892.4M,"53,044",168,1.1B,"63,196",171,0.0,0.0,179.0,158.0,172.0,0.0,0.00%
BNI Sekuritas,NI,NINE,Techno9 Indonesia Tbk.,1/30/2026,88.2M,"5,304",166,67.5M,"4,009",168,0.0,0.0,179.0,158.0,172.0,0.0,0.00%
BRI Danareksa Sekuritas,OD,NINE,Techno9 Indonesia Tbk.,1/30/2026,131.1M,"7,658",171,86.5M,"5,222",166,0.0,0.0,179.0,158.0,172.0,0.0,0.00%
MANDIRI SEKURITAS,CC,NINE,Techno9 Indonesia Tbk.,2/2/2026,323.2M,"20,718",156,686.9M,"44,239",155,0.0,0.0,172.0,155.0,155.0,-17.0,-10.97%
BNI Sekuritas,NI,NINE,Techno9 Indonesia Tbk.,2/2/2026,57.9M,"3,707",156,105.9M,"6,812",155,0.0,0.0,172.0,155.0,155.0,-17.0,-10.97%
BRI Danareksa Sekuritas,OD,NINE,Techno9 Indonesia Tbk.,2/2/2026,34.7M,"2,236",155,39.6M,"2,551",155,0.0,0.0,172.0,155.0,155.0,-17.0,-10.97%
MANDIRI SEKURITAS,CC,NIRO,City Retail Developments Tbk.,1/28/2026,27.5M,"1,005",274,18.6M,671,277,0.0,0.0,316.0,262.0,276.0,-32.0,-11.59%
BNI Sekuritas,NI,NIRO,City Retail Developments Tbk.,1/28/2026,278K,10,278,,,,0.0,0.0,316.0,262.0,276.0,-32.0,-11.59%
BRI Danareksa Sekuritas,OD,NIRO,City Retail Developments Tbk.,1/28/2026,27.5M,"1,028",268,14.4M,527,274,0.0,0.0,316.0,262.0,276.0,-32.0,-11.59%
MANDIRI SEKURITAS,CC,NIRO,City Retail Developments Tbk.,1/29/2026,25.3M,"1,048",242,,,,0.0,0.0,276.0,236.0,240.0,-36.0,-15.00%
BNI Sekuritas,NI,NIRO,City Retail Developments Tbk.,1/29/2026,605K,25,242,,,,0.0,0.0,276.0,236.0,240.0,-36.0,-15.00%
MANDIRI SEKURITAS,CC,NIRO,City Retail Developments Tbk.,1/30/2026,71.5M,"2,644",270,71.6M,"2,558",280,296.0,296.0,300.0,238.0,254.0,14.0,5.51%
BNI Sekuritas,NI,NIRO,City Retail Developments Tbk.,1/30/2026,13.7M,519,264,3M,113,264,296.0,296.0,300.0,238.0,254.0,14.0,5.51%
BRI Danareksa Sekuritas,OD,NIRO,City Retail Developments Tbk.,1/30/2026,3.4M,132,260,,,,296.0,296.0,300.0,238.0,254.0,14.0,5.51%
MANDIRI SEKURITAS,CC,NIRO,City Retail Developments Tbk.,2/2/2026,12.6M,573,220,,,,264.0,254.0,264.0,216.0,220.0,-34.0,-15.45%
BNI Sekuritas,NI,NIRO,City Retail Developments Tbk.,2/2/2026,2.2M,102,219,74.8M,"3,429",218,264.0,254.0,264.0,216.0,220.0,-34.0,-15.45%
BRI Danareksa Sekuritas,OD,NIRO,City Retail Developments Tbk.,2/2/2026,1.2M,55,217,,,,264.0,254.0,264.0,216.0,220.0,-34.0,-15.45%
MANDIRI SEKURITAS,CC,NRCA,Nusa Raya Cipta Tbk.,1/28/2026,3.6B,40.12,892,813.5M,9.347,870,860.0,860.0,960.0,860.0,860.0,-150.0,-17.44%
BNI Sekuritas,NI,NRCA,Nusa Raya Cipta Tbk.,1/28/2026,459.7M,5.264,873,480.3M,5.315,904,860.0,860.0,960.0,860.0,860.0,-150.0,-17.44%
BRI Danareksa Sekuritas,OD,NRCA,Nusa Raya Cipta Tbk.,1/28/2026,727.4M,8.294,877,,,,860.0,860.0,960.0,860.0,860.0,-150.0,-17.44%
MANDIRI SEKURITAS,CC,NRCA,Nusa Raya Cipta Tbk.,1/29/2026,5.4B,68.416,785,1.8B,22.37,802,800.0,795.0,865.0,735.0,840.0,-20.0,-2.38%
BNI Sekuritas,NI,NRCA,Nusa Raya Cipta Tbk.,1/29/2026,749.9M,10.021,748,,,,800.0,795.0,865.0,735.0,840.0,-20.0,-2.38%
MANDIRI SEKURITAS,CC,NRCA,Nusa Raya Cipta Tbk.,1/30/2026,966.4M,11.887,813,3.4B,40.838,828,860.0,865.0,865.0,785.0,810.0,-30.0,-3.70%
BNI Sekuritas,NI,NRCA,Nusa Raya Cipta Tbk.,1/30/2026,678.3M,8.219,825,,,,860.0,865.0,865.0,785.0,810.0,-30.0,-3.70%
MANDIRI SEKURITAS,CC,NRCA,Nusa Raya Cipta Tbk.,2/2/2026,4.7B,66.206,709,521.1M,7.307,713,800.0,800.0,800.0,690.0,695.0,-115.0,-16.55%
BNI Sekuritas,NI,NRCA,Nusa Raya Cipta Tbk.,2/2/2026,330M,4.51,732,,,,800.0,800.0,800.0,690.0,695.0,-115.0,-16.55%
BRI Danareksa Sekuritas,OD,NRCA,Nusa Raya Cipta Tbk.,2/2/2026,,,,270.5M,3.908,692,800.0,800.0,800.0,690.0,695.0,-115.0,-16.55%
MANDIRI SEKURITAS,CC,NSSS,Nusantara Sawit Sejahtera Tbk.,1/28/2026,44.4M,226,1.965,,,,0.0,0.0,1965.0,1965.0,1965.0,-215.0,-10.94%
BNI Sekuritas,NI,NSSS,Nusantara Sawit Sejahtera Tbk.,1/28/2026,4.3M,22,1.965,,,,0.0,0.0,1965.0,1965.0,1965.0,-215.0,-10.94%
BRI Danareksa Sekuritas,OD,NSSS,Nusantara Sawit Sejahtera Tbk.,1/28/2026,204M,1.038,1.965,131.9M,671,1.965,0.0,0.0,1965.0,1965.0,1965.0,-215.0,-10.94%
MANDIRI SEKURITAS,CC,NSSS,Nusantara Sawit Sejahtera Tbk.,1/29/2026,230.1M,1.374,1.675,4.4M,26,1.675,1675.0,1675.0,1675.0,1675.0,1675.0,-290.0,-17.31%
BNI Sekuritas,NI,NSSS,Nusantara Sawit Sejahtera Tbk.,1/29/2026,30.5M,182,1.675,,,,1675.0,1675.0,1675.0,1675.0,1675.0,-290.0,-17.31%
BRI Danareksa Sekuritas,OD,NSSS,Nusantara Sawit Sejahtera Tbk.,1/29/2026,28M,167,1.675,8.4M,50,1.675,1675.0,1675.0,1675.0,1675.0,1675.0,-290.0,-17.31%
MANDIRI SEKURITAS,CC,NSSS,Nusantara Sawit Sejahtera Tbk.,1/30/2026,740.4M,5.121,1.446,786M,5.44,1.445,1425.0,1425.0,1545.0,1425.0,1500.0,-175.0,-11.67%
MANDIRI SEKURITAS,CC,NSSS,Nusantara Sawit Sejahtera Tbk.,2/2/2026,396.7M,3.07,1.292,,,,1280.0,1300.0,1500.0,1275.0,1275.0,-225.0,-17.65%
BNI Sekuritas,NI,NSSS,Nusantara Sawit Sejahtera Tbk.,2/2/2026,425.9M,3.32,1.283,,,,1280.0,1300.0,1500.0,1275.0,1275.0,-225.0,-17.65%
MANDIRI SEKURITAS,CC,OASA,Maharaksa Biru Energi Tbk.,1/28/2026,9.8B,246.081,396,10.1B,254.926,395,390.0,390.0,430.0,386.0,386.0,-68.0,-17.62%
BNI Sekuritas,NI,OASA,Maharaksa Biru Energi Tbk.,1/28/2026,1.6B,41.284,391,1.4B,34.618,398,390.0,390.0,430.0,386.0,386.0,-68.0,-17.62%
MANDIRI SEKURITAS,CC,OASA,Maharaksa Biru Energi Tbk.,1/29/2026,12.4B,347.282,357,10.6B,283.502,375,360.0,360.0,416.0,330.0,400.0,14.0,3.50%
BNI Sekuritas,NI,OASA,Maharaksa Biru Energi Tbk.,1/29/2026,2.1B,54.523,377,3.8B,110.309,346,360.0,360.0,416.0,330.0,400.0,14.0,3.50%
MANDIRI SEKURITAS,CC,OASA,Maharaksa Biru Energi Tbk.,1/30/2026,6.3B,158.022,396,11.8B,298.331,397,406.0,408.0,416.0,380.0,402.0,2.0,0.50%
MANDIRI SEKURITAS,CC,OASA,Maharaksa Biru Energi Tbk.,2/2/2026,4.9B,137.375,358,3.7B,102.62,362,406.0,406.0,406.0,342.0,342.0,-60.0,-17.54%
BNI Sekuritas,NI,OASA,Maharaksa Biru Energi Tbk.,2/2/2026,973.9M,27.496,354,955.2M,27.242,351,406.0,406.0,406.0,342.0,342.0,-60.0,-17.54%
MANDIRI SEKURITAS,CC,OASA,,2/3/2026,10.1B,263.559,382,11.3B,288.038,391,,,,,,,
MANDIRI SEKURITAS,CC,OASA,,2/4/2026,10.1B,263.559,382,11.3B,288.038,391,,,,,,,
MANDIRI SEKURITAS,CC,OKAS,Ancora Indonesia Resources Tbk.,1/28/2026,609.2M,46.3,132,159.5M,11.642,137,140.0,141.0,143.0,123.0,123.0,-20.0,-16.26%
BNI Sekuritas,NI,OKAS,Ancora Indonesia Resources Tbk.,1/28/2026,87.1M,6.715,130,,,,140.0,141.0,143.0,123.0,123.0,-20.0,-16.26%
BRI Danareksa Sekuritas,OD,OKAS,Ancora Indonesia Resources Tbk.,1/28/2026,,,,87.2M,6.863,127,140.0,141.0,143.0,123.0,123.0,-20.0,-16.26%
MANDIRI SEKURITAS,CC,OKAS,Ancora Indonesia Resources Tbk.,1/29/2026,153.5M,13.87,111,122.2M,11.298,108,118.0,118.0,122.0,105.0,120.0,-3.0,-2.50%
